product_id,company_id,date,balance,available,granted,liquidity,countable
PRODUCT_03496,COMP_0001,2026-09-01 00:00:00,31795.29,,,,
PRODUCT_04955,COMP_0001,2026-09-01 00:00:00,681.97,,,,
PRODUCT_02455,COMP_0002,2026-09-01 00:00:00,926103.68,,,926103.68,926103.68
PRODUCT_03252,COMP_0002,2026-09-01 00:00:00,135177.36,,,135177.36,135177.36
PRODUCT_03244,COMP_0003,2026-09-01 00:00:00,1052.77,,,,
PRODUCT_08018,COMP_0003,2026-09-01 00:00:00,0,,,,
PRODUCT_00591,COMP_0004,2026-09-01 00:00:00,-131735.94,,,,
PRODUCT_01562,COMP_0004,2026-09-01 00:00:00,-436.32,,-2000,1563.68,
PRODUCT_02113,COMP_0004,2026-09-01 00:00:00,0,,-200000,200000,
PRODUCT_02215,COMP_0004,2026-09-01 00:00:00,0,,-6000,6000,
PRODUCT_02336,COMP_0004,2026-09-01 00:00:00,-107.38,,-1000,892.62,
PRODUCT_02374,COMP_0004,2026-09-01 00:00:00,-44723.22,,-48475.48,,
PRODUCT_02925,COMP_0004,2026-09-01 00:00:00,108939.62,,,,
PRODUCT_02931,COMP_0004,2026-09-01 00:00:00,0,,-3000,3000,
PRODUCT_03473,COMP_0004,2026-09-01 00:00:00,-226395.99,,-246049.27,,
PRODUCT_03643,COMP_0004,2026-09-01 00:00:00,0,,-200000,200000,
PRODUCT_03888,COMP_0004,2026-09-01 00:00:00,-132843.48,,-200000,67156.52,
PRODUCT_03993,COMP_0004,2026-09-01 00:00:00,-70095.62,,-229904.38,,
PRODUCT_04334,COMP_0004,2026-09-01 00:00:00,0,,-3000,3000,
PRODUCT_04795,COMP_0004,2026-09-01 00:00:00,0,,-3000,3000,
PRODUCT_05373,COMP_0004,2026-09-01 00:00:00,-203872.46,,-400000,,
PRODUCT_06018,COMP_0004,2026-09-01 00:00:00,9839.59,,,,
PRODUCT_06280,COMP_0004,2026-09-01 00:00:00,0,,-50000,50000,
PRODUCT_06361,COMP_0004,2026-09-01 00:00:00,-111533.89,,-154912.88,,
PRODUCT_06557,COMP_0004,2026-09-01 00:00:00,184425.46,,-1000000,1184425.46,184425.46
PRODUCT_06794,COMP_0004,2026-09-01 00:00:00,1706.97,,,,
PRODUCT_07333,COMP_0004,2026-09-01 00:00:00,-67292.43,,-150000,82707.57,
PRODUCT_07547,COMP_0004,2026-09-01 00:00:00,-422.24,,-1000,577.76,
PRODUCT_07713,COMP_0004,2026-09-01 00:00:00,-26919.2,,-46669.3,,
PRODUCT_07753,COMP_0004,2026-09-01 00:00:00,-190.28,,-1000,809.72,
PRODUCT_07870,COMP_0004,2026-09-01 00:00:00,-11003.92,,-218494.56,,
PRODUCT_07932,COMP_0004,2026-09-01 00:00:00,2071.5,,,,
PRODUCT_03116,COMP_0005,2026-09-01 00:00:00,98189.8,,,,
PRODUCT_03933,COMP_0006,2026-09-01 00:00:00,15564.58,,,,
PRODUCT_05337,COMP_0006,2026-09-01 00:00:00,0,,,,
PRODUCT_00077,COMP_0007,2026-09-01 00:00:00,-953872.52,,-1000000,,
PRODUCT_00252,COMP_0007,2026-09-01 00:00:00,0,,-1000000,1000000,
PRODUCT_00280,COMP_0007,2026-09-01 00:00:00,-419787.55,,-486626.07,,
PRODUCT_00354,COMP_0007,2026-09-01 00:00:00,54001.97,,,,
PRODUCT_00480,COMP_0007,2026-09-01 00:00:00,0,,-2102.44,,
PRODUCT_00635,COMP_0007,2026-09-01 00:00:00,-14715.96,,-21831.84,,
PRODUCT_00636,COMP_0007,2026-09-01 00:00:00,63806.66,,,,
PRODUCT_00801,COMP_0007,2026-09-01 00:00:00,-509315.5,,-593298.86,,
PRODUCT_00846,COMP_0007,2026-09-01 00:00:00,0,,-6000,6000,
PRODUCT_00923,COMP_0007,2026-09-01 00:00:00,-5120.26,,-43300.72,,
PRODUCT_01073,COMP_0007,2026-09-01 00:00:00,-680444.74,,-742302.74,,
PRODUCT_01181,COMP_0007,2026-09-01 00:00:00,132.09,,,,
PRODUCT_01183,COMP_0007,2026-09-01 00:00:00,0,,-600,600,
PRODUCT_01217,COMP_0007,2026-09-01 00:00:00,0,,-300000,300000,
PRODUCT_01353,COMP_0007,2026-09-01 00:00:00,-4736.24,,-28417.44,,
PRODUCT_01359,COMP_0007,2026-09-01 00:00:00,-201690.79,,-226040.16,,
PRODUCT_01389,COMP_0007,2026-09-01 00:00:00,94654.18,,,,
PRODUCT_01469,COMP_0007,2026-09-01 00:00:00,0,,-3000,3000,
PRODUCT_01486,COMP_0007,2026-09-01 00:00:00,-510152.11,,-683238.89,,
PRODUCT_01499,COMP_0007,2026-09-01 00:00:00,-36.75,,-500000,499963.25,
PRODUCT_01743,COMP_0007,2026-09-01 00:00:00,-651570.89,,-787230.38,,
PRODUCT_01853,COMP_0007,2026-09-01 00:00:00,-27839.68,,-507102.32,,
PRODUCT_01970,COMP_0007,2026-09-01 00:00:00,7457.17,,,,
PRODUCT_01972,COMP_0007,2026-09-01 00:00:00,329490,,,329490,410609.18
PRODUCT_02060,COMP_0007,2026-09-01 00:00:00,-333637.6,,-333637.6,,
PRODUCT_02420,COMP_0007,2026-09-01 00:00:00,0,,-42843.34,,
PRODUCT_02560,COMP_0007,2026-09-01 00:00:00,0,,-600,600,
PRODUCT_02824,COMP_0007,2026-09-01 00:00:00,0,,-3000,3000,
PRODUCT_02884,COMP_0007,2026-09-01 00:00:00,-11895.4,,-30580.32,,
PRODUCT_02947,COMP_0007,2026-09-01 00:00:00,-678246.15,,-813678.13,,
PRODUCT_03042,COMP_0007,2026-09-01 00:00:00,1600.7,,,,
PRODUCT_03058,COMP_0007,2026-09-01 00:00:00,0,,,,
PRODUCT_03178,COMP_0007,2026-09-01 00:00:00,-392879.89,,-460089.66,,
PRODUCT_03476,COMP_0007,2026-09-01 00:00:00,0,,-2000000,2000000,
PRODUCT_03494,COMP_0007,2026-09-01 00:00:00,-17505.57,,-18544.8,,
PRODUCT_03746,COMP_0007,2026-09-01 00:00:00,0,,-800,800,
PRODUCT_03835,COMP_0007,2026-09-01 00:00:00,0,,-9000000,9000000,
PRODUCT_03988,COMP_0007,2026-09-01 00:00:00,11542.45,,,,
PRODUCT_03998,COMP_0007,2026-09-01 00:00:00,-251812.88,,-291965.8,,
PRODUCT_04042,COMP_0007,2026-09-01 00:00:00,-1.2,,-350000,349998.8,
PRODUCT_04105,COMP_0007,2026-09-01 00:00:00,-59190.56,,,,
PRODUCT_04136,COMP_0007,2026-09-01 00:00:00,-308971.59,,-1250000,941028.41,
PRODUCT_04392,COMP_0007,2026-09-01 00:00:00,-5169.1,,-21764.64,,
PRODUCT_04433,COMP_0007,2026-09-01 00:00:00,-324.18,,-300000,299675.82,-324.18
PRODUCT_04644,COMP_0007,2026-09-01 00:00:00,1569.98,,,,
PRODUCT_04650,COMP_0007,2026-09-01 00:00:00,-136162,,-638280,,
PRODUCT_04658,COMP_0007,2026-09-01 00:00:00,-365461.32,,-460078.36,,
PRODUCT_04929,COMP_0007,2026-09-01 00:00:00,0,,,,
PRODUCT_04945,COMP_0007,2026-09-01 00:00:00,1962.12,,,,
PRODUCT_04946,COMP_0007,2026-09-01 00:00:00,-451170.4,,-1369623.7,,
PRODUCT_04972,COMP_0007,2026-09-01 00:00:00,-315955.1,,-1250000,934044.9,
PRODUCT_05405,COMP_0007,2026-09-01 00:00:00,-499519.63,,-608343.89,,
PRODUCT_05420,COMP_0007,2026-09-01 00:00:00,2028.67,,,,
PRODUCT_05427,COMP_0007,2026-09-01 00:00:00,2.17,,,,
PRODUCT_05604,COMP_0007,2026-09-01 00:00:00,-47724.91,,-200000,,
PRODUCT_05736,COMP_0007,2026-09-01 00:00:00,50930.15,,,,
PRODUCT_05766,COMP_0007,2026-09-01 00:00:00,0,,,,
PRODUCT_08258,COMP_0007,2026-09-01 00:00:00,-100000,,,,
PRODUCT_05782,COMP_0007,2026-09-01 00:00:00,3578.15,,,,
PRODUCT_05848,COMP_0007,2026-09-01 00:00:00,-609.84,,-3000,2390.16,2390.16
PRODUCT_05951,COMP_0007,2026-09-01 00:00:00,0,,-201946.31,,
PRODUCT_05989,COMP_0007,2026-09-01 00:00:00,-528.44,,-500000,499471.56,-528.44
PRODUCT_06075,COMP_0007,2026-09-01 00:00:00,-138632.65,,-344842.76,,
PRODUCT_06080,COMP_0007,2026-09-01 00:00:00,-11.65,,-1,-10.65,
PRODUCT_06156,COMP_0007,2026-09-01 00:00:00,-189768.82,,-259910.43,,
PRODUCT_06168,COMP_0007,2026-09-01 00:00:00,1446.34,,,1446.34,1446.34
PRODUCT_06212,COMP_0007,2026-09-01 00:00:00,43177.26,,,,
PRODUCT_06671,COMP_0007,2026-09-01 00:00:00,-473671.03,,-500000,,
PRODUCT_06707,COMP_0007,2026-09-01 00:00:00,-366501.49,,-500000,,
PRODUCT_06785,COMP_0007,2026-09-01 00:00:00,2129.43,,,,
PRODUCT_06802,COMP_0007,2026-09-01 00:00:00,-3595856.5,,,,
PRODUCT_06814,COMP_0007,2026-09-01 00:00:00,-29520.66,,-442772.66,,
PRODUCT_07021,COMP_0007,2026-09-01 00:00:00,-2701.14,,-4155.6,,
PRODUCT_07069,COMP_0007,2026-09-01 00:00:00,0,,-3000,3000,
PRODUCT_07111,COMP_0007,2026-09-01 00:00:00,0,,,,
PRODUCT_07167,COMP_0007,2026-09-01 00:00:00,522531.77,,,,
PRODUCT_07202,COMP_0007,2026-09-01 00:00:00,-18.47,,-1700000,1699981.53,599981.53
PRODUCT_07297,COMP_0007,2026-09-01 00:00:00,0,,-3000,3000,
PRODUCT_07335,COMP_0007,2026-09-01 00:00:00,0,,-6000,6000,
PRODUCT_07369,COMP_0007,2026-09-01 00:00:00,-431975.94,,-571286.39,,
PRODUCT_07372,COMP_0007,2026-09-01 00:00:00,1491.29,,,,
PRODUCT_07467,COMP_0007,2026-09-01 00:00:00,5098.6,,,,
PRODUCT_07481,COMP_0007,2026-09-01 00:00:00,2764697.41,,,,
PRODUCT_07759,COMP_0007,2026-09-01 00:00:00,0,,-3000,3000,
PRODUCT_07769,COMP_0007,2026-09-01 00:00:00,-920056.85,,-1000000,,
PRODUCT_07777,COMP_0007,2026-09-01 00:00:00,39008.4,,,,
PRODUCT_08082,COMP_0007,2026-09-01 00:00:00,-917.15,,-3000,2082.85,2082.85
PRODUCT_08084,COMP_0007,2026-09-01 00:00:00,0,,-250000,250000,250000
PRODUCT_08159,COMP_0007,2026-09-01 00:00:00,-76.7,,-800000,799923.3,
PRODUCT_08182,COMP_0007,2026-09-01 00:00:00,-11949.15,,-19377,,
PRODUCT_00138,COMP_0008,2026-09-01 00:00:00,0,,,,
PRODUCT_01258,COMP_0008,2026-09-01 00:00:00,1474.14,,,,
PRODUCT_03241,COMP_0008,2026-09-01 00:00:00,0,,,,
PRODUCT_04543,COMP_0008,2026-09-01 00:00:00,2169.72,,,,
PRODUCT_05290,COMP_0008,2026-09-01 00:00:00,0,,,,
PRODUCT_05739,COMP_0008,2026-09-01 00:00:00,18688.48,,,,
PRODUCT_05881,COMP_0008,2026-09-01 00:00:00,0,,,,
PRODUCT_05888,COMP_0008,2026-09-01 00:00:00,0,,-1200,1200,
PRODUCT_07850,COMP_0008,2026-09-01 00:00:00,0,,,,
PRODUCT_00102,COMP_0009,2026-09-01 00:00:00,156290.61,,,,
PRODUCT_01166,COMP_0009,2026-09-01 00:00:00,0,,-2400,2400,2360.2
PRODUCT_02195,COMP_0009,2026-09-01 00:00:00,-27.43,,-1500,1472.57,1493.75
PRODUCT_03218,COMP_0009,2026-09-01 00:00:00,-129.95,,-5400,5270.05,5400
PRODUCT_03545,COMP_0009,2026-09-01 00:00:00,-113.28,,-2400,2286.72,2300.01
PRODUCT_03647,COMP_0009,2026-09-01 00:00:00,-13500000,,-38791666.68,,
PRODUCT_05486,COMP_0009,2026-09-01 00:00:00,0,,-2400,2400,2400
PRODUCT_05588,COMP_0009,2026-09-01 00:00:00,-7000000,,,,
PRODUCT_06517,COMP_0009,2026-09-01 00:00:00,0,,,,
PRODUCT_08085,COMP_0009,2026-09-01 00:00:00,-10000000,,,,
PRODUCT_08183,COMP_0009,2026-09-01 00:00:00,-93110.08,,,,
PRODUCT_05638,COMP_0010,2026-09-01 00:00:00,52068.51,,,,
PRODUCT_02349,COMP_0011,2026-09-01 00:00:00,4141.67,,,,
PRODUCT_04068,COMP_0011,2026-09-01 00:00:00,38355.61,,,,
PRODUCT_06076,COMP_0011,2026-09-01 00:00:00,0,,,,
PRODUCT_07121,COMP_0011,2026-09-01 00:00:00,0,,,,
PRODUCT_03137,COMP_0012,2026-09-01 00:00:00,846.9,,,,
PRODUCT_06291,COMP_0012,2026-09-01 00:00:00,57776.14,,,,
PRODUCT_02005,COMP_0013,2026-09-01 00:00:00,9398.66,,,,
PRODUCT_02842,COMP_0013,2026-09-01 00:00:00,0,,,,
PRODUCT_03970,COMP_0013,2026-09-01 00:00:00,-31679.11,,-50000,,
PRODUCT_06727,COMP_0013,2026-09-01 00:00:00,7256.78,,,,
PRODUCT_06982,COMP_0013,2026-09-01 00:00:00,-73638.69,,-100000,,
PRODUCT_07259,COMP_0013,2026-09-01 00:00:00,0,,-1000,1000,
PRODUCT_04371,COMP_0014,2026-09-01 00:00:00,-212.15,,,,
PRODUCT_08101,COMP_0015,2026-09-01 00:00:00,37541.65,,,,
PRODUCT_00314,COMP_0016,2026-09-01 00:00:00,1007384.84,,,,
PRODUCT_01404,COMP_0016,2026-09-01 00:00:00,666.96,,,,
PRODUCT_02718,COMP_0016,2026-09-01 00:00:00,753.72,,,,
PRODUCT_02945,COMP_0016,2026-09-01 00:00:00,0,,,,
PRODUCT_02995,COMP_0016,2026-09-01 00:00:00,0,,,,
PRODUCT_03917,COMP_0016,2026-09-01 00:00:00,0,,,,
PRODUCT_04357,COMP_0016,2026-09-01 00:00:00,0,,,,
PRODUCT_04679,COMP_0016,2026-09-01 00:00:00,108925.19,,,,
PRODUCT_06123,COMP_0016,2026-09-01 00:00:00,2990797.95,,,,
PRODUCT_06767,COMP_0016,2026-09-01 00:00:00,0,,,,
PRODUCT_07293,COMP_0016,2026-09-01 00:00:00,3784156.07,,,,
PRODUCT_03232,COMP_0017,2026-09-01 00:00:00,17976.39,,,,
PRODUCT_08223,COMP_0018,2026-09-01 00:00:00,16865.51,,,,
PRODUCT_00372,COMP_0019,2026-09-01 00:00:00,13600.68,,,,
PRODUCT_00964,COMP_0019,2026-09-01 00:00:00,6764.14,,,,
PRODUCT_06524,COMP_0019,2026-09-01 00:00:00,5000,,,,
PRODUCT_00498,COMP_0020,2026-09-01 00:00:00,12238.73,,,,
PRODUCT_00772,COMP_0020,2026-09-01 00:00:00,4000000,,,,
PRODUCT_01343,COMP_0020,2026-09-01 00:00:00,0,,,,
PRODUCT_01690,COMP_0020,2026-09-01 00:00:00,-450000,,-450000,,
PRODUCT_01792,COMP_0020,2026-09-01 00:00:00,19000000,,,,
PRODUCT_03510,COMP_0020,2026-09-01 00:00:00,24.2,,,,
PRODUCT_04199,COMP_0020,2026-09-01 00:00:00,1249205.28,,-5000000,6249205.28,1053246.69
PRODUCT_05281,COMP_0020,2026-09-01 00:00:00,0,,,,
PRODUCT_05322,COMP_0021,2026-09-01 00:00:00,302506.1,,,,
PRODUCT_01488,COMP_0022,2026-09-01 00:00:00,0,,-3000,3000,2500
PRODUCT_03076,COMP_0022,2026-09-01 00:00:00,134125.61,,,,
PRODUCT_03654,COMP_0022,2026-09-01 00:00:00,-500,,-3000,2500,2500
PRODUCT_03937,COMP_0022,2026-09-01 00:00:00,110138.58,,,,
PRODUCT_02552,COMP_0023,2026-09-01 00:00:00,0,,,,
PRODUCT_03851,COMP_0023,2026-09-01 00:00:00,0,,,,
PRODUCT_04340,COMP_0023,2026-09-01 00:00:00,5003.83,,,5003.83,5003.83
PRODUCT_04947,COMP_0023,2026-09-01 00:00:00,3196.78,,,,
PRODUCT_04954,COMP_0023,2026-09-01 00:00:00,171828.52,,,171828.52,107684.66
PRODUCT_06780,COMP_0023,2026-09-01 00:00:00,0,,,,
PRODUCT_06860,COMP_0023,2026-09-01 00:00:00,0,,,,
PRODUCT_02108,COMP_0024,2026-09-01 00:00:00,25301.11,,,,
PRODUCT_05410,COMP_0024,2026-09-01 00:00:00,1198186.78,,,,
PRODUCT_03011,COMP_0025,2026-09-01 00:00:00,31272.71,,,,
PRODUCT_03161,COMP_0025,2026-09-01 00:00:00,10345.99,,,,
PRODUCT_07131,COMP_0025,2026-09-01 00:00:00,433777.03,,,,
PRODUCT_07180,COMP_0025,2026-09-01 00:00:00,476.39,,,,
PRODUCT_00727,COMP_0026,2026-09-01 00:00:00,260837.44,,,260837.44,261569.6
PRODUCT_03761,COMP_0026,2026-09-01 00:00:00,13574.52,,,,
PRODUCT_01938,COMP_0027,2026-09-01 00:00:00,0,,,0,0
PRODUCT_04422,COMP_0027,2026-09-01 00:00:00,0,,-3000,3000,2670
PRODUCT_04873,COMP_0027,2026-09-01 00:00:00,4636.14,,,4636.14,4636.14
PRODUCT_04976,COMP_0027,2026-09-01 00:00:00,0,,,,
PRODUCT_05622,COMP_0027,2026-09-01 00:00:00,159977.8,,,159977.8,159977.8
PRODUCT_06532,COMP_0027,2026-09-01 00:00:00,0,,-3000,3000,3000
PRODUCT_06620,COMP_0027,2026-09-01 00:00:00,-24.88,,-3000,2975.12,2989.11
PRODUCT_07292,COMP_0027,2026-09-01 00:00:00,0,,,,
PRODUCT_04020,COMP_0028,2026-09-01 00:00:00,11572.88,,,,
PRODUCT_04343,COMP_0028,2026-09-01 00:00:00,0,,,,
PRODUCT_00253,COMP_0029,2026-09-01 00:00:00,2899.86,,,,
PRODUCT_00330,COMP_0029,2026-09-01 00:00:00,35603.88,,,,
PRODUCT_00333,COMP_0029,2026-09-01 00:00:00,1044410.93,,,,
PRODUCT_00621,COMP_0029,2026-09-01 00:00:00,12212,,,,
PRODUCT_05038,COMP_0029,2026-09-01 00:00:00,27919.84,,,,
PRODUCT_07235,COMP_0029,2026-09-01 00:00:00,40409.48,,,,
PRODUCT_03806,COMP_0030,2026-09-01 00:00:00,4644029.52,,,,
PRODUCT_05386,COMP_0030,2026-09-01 00:00:00,13914.26,,,,
PRODUCT_08109,COMP_0030,2026-09-01 00:00:00,19000000,,,,
PRODUCT_01288,COMP_0031,2026-09-01 00:00:00,3892.96,,,,
PRODUCT_03078,COMP_0031,2026-09-01 00:00:00,3892.96,,,,
PRODUCT_07887,COMP_0031,2026-09-01 00:00:00,25.8,,,,
PRODUCT_07682,COMP_0032,2026-09-01 00:00:00,22440.47,,,,
PRODUCT_00008,COMP_0034,2026-09-01 00:00:00,0,,,,
PRODUCT_00329,COMP_0034,2026-09-01 00:00:00,6163.94,,,,
PRODUCT_01168,COMP_0034,2026-09-01 00:00:00,0,,,,
PRODUCT_01184,COMP_0034,2026-09-01 00:00:00,-724817.59,,-933923.42,,
PRODUCT_01439,COMP_0034,2026-09-01 00:00:00,80401.17,,,,
PRODUCT_02313,COMP_0034,2026-09-01 00:00:00,231213.81,,,,
PRODUCT_02619,COMP_0034,2026-09-01 00:00:00,0,,,,
PRODUCT_02991,COMP_0034,2026-09-01 00:00:00,11045.14,,,,
PRODUCT_02996,COMP_0034,2026-09-01 00:00:00,-465.4,,-4300,3834.6,
PRODUCT_03879,COMP_0034,2026-09-01 00:00:00,13921.78,,,,
PRODUCT_04832,COMP_0034,2026-09-01 00:00:00,8096.18,,,,
PRODUCT_07324,COMP_0034,2026-09-01 00:00:00,0,,,,
PRODUCT_00234,COMP_0035,2026-09-01 00:00:00,229062.55,,,,
PRODUCT_04740,COMP_0035,2026-09-01 00:00:00,106782.66,,,,
PRODUCT_05086,COMP_0035,2026-09-01 00:00:00,21604.77,,,,
PRODUCT_05099,COMP_0035,2026-09-01 00:00:00,107133.84,,,,
PRODUCT_05162,COMP_0035,2026-09-01 00:00:00,0,,,,
PRODUCT_05729,COMP_0035,2026-09-01 00:00:00,136785.12,,,,
PRODUCT_06549,COMP_0035,2026-09-01 00:00:00,6408.35,,,,
PRODUCT_06782,COMP_0035,2026-09-01 00:00:00,0,,,,
PRODUCT_04951,COMP_0036,2026-09-01 00:00:00,776489.35,,,,
PRODUCT_01666,COMP_0037,2026-09-01 00:00:00,9769.13,,,,
PRODUCT_07437,COMP_0037,2026-09-01 00:00:00,41565.56,,,,
PRODUCT_00149,COMP_0038,2026-09-01 00:00:00,26405.21,,,,
PRODUCT_00478,COMP_0038,2026-09-01 00:00:00,2554.04,,,,
PRODUCT_00698,COMP_0038,2026-09-01 00:00:00,16908.55,,,,
PRODUCT_00723,COMP_0038,2026-09-01 00:00:00,-66,,-100,34,59.7
PRODUCT_00768,COMP_0038,2026-09-01 00:00:00,-689.18,,-1800,1110.82,1717.08
PRODUCT_02082,COMP_0038,2026-09-01 00:00:00,1198.14,,,1198.14,1198.14
PRODUCT_02532,COMP_0038,2026-09-01 00:00:00,324.27,,,,
PRODUCT_02541,COMP_0038,2026-09-01 00:00:00,-2865104.62,,-3500000,,
PRODUCT_02678,COMP_0038,2026-09-01 00:00:00,8942.94,,,,
PRODUCT_02787,COMP_0038,2026-09-01 00:00:00,-5343.69,,-9000,3656.31,5564.52
PRODUCT_02823,COMP_0038,2026-09-01 00:00:00,0,,-500,500,500
PRODUCT_03019,COMP_0038,2026-09-01 00:00:00,138485.76,,,,
PRODUCT_03497,COMP_0038,2026-09-01 00:00:00,-1547368.5,,-1711767.59,,
PRODUCT_03789,COMP_0038,2026-09-01 00:00:00,-116.47,,-500,383.53,500
PRODUCT_04341,COMP_0038,2026-09-01 00:00:00,0,,,,
PRODUCT_05324,COMP_0038,2026-09-01 00:00:00,-128.75,,-300,171.25,216.35
PRODUCT_05356,COMP_0038,2026-09-01 00:00:00,-119.85,,-100,-19.85,38.15
PRODUCT_05377,COMP_0038,2026-09-01 00:00:00,0,,-9000,9000,9000
PRODUCT_05534,COMP_0038,2026-09-01 00:00:00,-59.7,,-100,40.3,23.6
PRODUCT_05968,COMP_0038,2026-09-01 00:00:00,-53.5,,-100,46.5,72.9
PRODUCT_06091,COMP_0038,2026-09-01 00:00:00,5623.93,,,,
PRODUCT_06645,COMP_0038,2026-09-01 00:00:00,-1122.14,,-9000,7877.86,7098.7
PRODUCT_07655,COMP_0038,2026-09-01 00:00:00,7312.34,,,,
PRODUCT_07783,COMP_0038,2026-09-01 00:00:00,-76.31,,-1200,1123.69,963.75
PRODUCT_07978,COMP_0038,2026-09-01 00:00:00,350.89,,,,
PRODUCT_00492,COMP_0039,2026-09-01 00:00:00,16163.65,,,,
PRODUCT_02116,COMP_0039,2026-09-01 00:00:00,-531.77,,-3000,2468.23,-531.77
PRODUCT_00740,COMP_0040,2026-09-01 00:00:00,0,,,,
PRODUCT_01929,COMP_0040,2026-09-01 00:00:00,0,,,,
PRODUCT_02486,COMP_0040,2026-09-01 00:00:00,0,,,,
PRODUCT_02577,COMP_0040,2026-09-01 00:00:00,0,,,,
PRODUCT_03109,COMP_0040,2026-09-01 00:00:00,0,,,,
PRODUCT_03511,COMP_0040,2026-09-01 00:00:00,-791453.76,,-791453.76,0,
PRODUCT_04325,COMP_0040,2026-09-01 00:00:00,133910.62,,,133910.62,133910.62
PRODUCT_05845,COMP_0040,2026-09-01 00:00:00,0,,,,
PRODUCT_06098,COMP_0040,2026-09-01 00:00:00,-21741282.47,,-22615225.39,,
PRODUCT_07643,COMP_0040,2026-09-01 00:00:00,0,,,,
PRODUCT_01462,COMP_0041,2026-09-01 00:00:00,818.05,,,,
PRODUCT_01529,COMP_0041,2026-09-01 00:00:00,-490788.23,,-532134.75,,
